# x,y
-0.138363,1.038524
-0.088363,0.988524
-0.038363,0.988524
0.011637,0.988524
0.061637,0.988524
0.111637,0.988524
0.161637,0.988524
0.211637,0.988524
0.261637,0.988524
0.311637,0.988524
0.361637,0.988524
0.411637,0.988524
0.461637,0.988524
0.511637,0.988524
0.561637,0.988524
0.611637,0.988524
0.661637,0.988524
0.711637,0.988524
0.761637,0.988524
0.811637,0.988524
0.861637,0.988524
0.911637,0.988524
0.961637,0.988524
1.011637,1.038524
1.061637,1.038524
1.111637,1.038524
1.161637,1.038524
1.211637,1.088524
1.261637,1.088524
1.311637,1.088524
1.361637,1.138524
1.411637,1.138524
1.461637,1.188524
1.511637,1.238524
1.561637,1.288524
1.611637,1.338524
1.611637,1.388524
1.661637,1.438524
1.661637,1.488524
1.661637,1.538524
1.711637,1.588524
1.711637,1.638524
1.761637,1.688524
1.761637,1.738524
1.811637,1.788524
1.811637,1.838524
1.861637,1.888524
1.861637,1.938524
1.861637,1.988524
1.911637,2.038524
1.911637,2.088524
1.911637,2.138524
1.911637,2.188524
1.911637,2.238524
1.911637,2.288524
1.911637,2.338524
1.911637,2.388524
1.911637,2.438524
1.861637,2.488524
1.861637,2.538524
1.811637,2.588524
1.811637,2.638524
1.761637,2.688524
1.761637,2.738524
1.711637,2.788524
1.661637,2.838524
1.611637,2.838524
1.561637,2.888524
1.511637,2.888524
1.461637,2.938524
1.411637,2.938524
1.361637,2.988524
1.311637,2.988524
1.261637,2.988524
1.211637,2.988524
1.161637,2.988524
1.111637,3.038524
1.061637,3.038524
1.011637,3.038524
0.961637,3.038524
0.911637,3.038524
0.861637,3.038524
0.811637,3.038524
0.761637,3.038524
0.711637,3.088524
0.661637,3.088524
0.611637,3.088524
0.561637,3.138524
0.511637,3.138524
0.461637,3.138524
0.411637,3.188524
0.361637,3.188524
0.311637,3.188524
0.261637,3.188524
0.211637,3.188524
0.161637,3.188524
0.111637,3.238524
0.061637,3.238524
0.011637,3.238524
-0.038363,3.238524
-0.088363,3.238524
-0.138363,3.238524
-0.188363,3.238524
-0.238363,3.238524
-0.288363,3.288524
-0.338363,3.288524
-0.388363,3.288524
-0.438363,3.288524
-0.488363,3.288524
-0.538363,3.288524
-0.588363,3.288524
-0.638363,3.338524
-0.688363,3.338524
-0.738363,3.338524
-0.788363,3.338524
-0.838363,3.338524
-0.888363,3.338524
-0.938363,3.388524
-0.988363,3.388524
-1.038363,3.388524
-1.088363,3.388524
-1.138363,3.388524
-1.188363,3.338524
-1.238363,3.338524
-1.288363,3.288524
-1.338363,3.288524
-1.388363,3.238524
-1.438363,3.188524
-1.488363,3.138524
-1.538363,3.088524
-1.588363,3.038524
-1.588363,2.988524
-1.638363,2.938524
-1.638363,2.888524
-1.638363,2.838524
-1.638363,2.788524
-1.688363,2.738524
-1.688363,2.688524
-1.688363,2.638524
-1.688363,2.588524
-1.738363,2.538524
-1.738363,2.488524
-1.738363,2.438524
-1.788363,2.388524
-1.788363,2.338524
-1.788363,2.288524
-1.838363,2.238524
-1.838363,2.188524
-1.838363,2.138524
-1.838363,2.088524
-1.838363,2.038524
-1.838363,1.988524
-1.838363,1.938524
-1.838363,1.888524
-1.838363,1.838524
-1.838363,1.788524
-1.838363,1.738524
-1.788363,1.688524
-1.788363,1.638524
-1.738363,1.588524
-1.738363,1.538524
-1.688363,1.488524
-1.638363,1.438524
-1.588363,1.388524
-1.588363,1.338524
-1.538363,1.288524
-1.488363,1.288524
-1.438363,1.238524
-1.388363,1.238524
-1.338363,1.188524
-1.288363,1.188524
-1.238363,1.188524
-1.188363,1.188524
-1.138363,1.138524
-1.088363,1.138524
-1.038363,1.138524
-0.988363,1.138524
-0.938363,1.138524
-0.888363,1.088524
-0.838363,1.088524
-0.788363,1.088524
-0.738363,1.088524
-0.688363,1.088524
-0.638363,1.088524
-0.588363,1.088524
-0.538363,1.088524
-0.488363,1.088524
-0.438363,1.088524
-0.388363,1.038524
-0.338363,1.038524
-0.288363,1.038524
-0.238363,1.038524
-0.188363,1.038524
